contour.ID,xrT,yrT,xlT,ylT
21,6535.3724999999995,4418.28,5412.393,4473.5085
21,6553.782,4424.4165,5387.847,4485.7815
21,6566.054999999999,4436.6894999999995,5381.7105,4498.0545
21,6590.601,4448.9625,5357.1645,4510.3275
21,6602.874,4461.2355,5351.028,4522.6005
21,6621.2835,4461.2355,5326.482,4528.737
21,6633.5565,4467.372,5314.209,4541.01
21,6658.1025,4473.5085,5295.7995,4541.01
21,6670.3755,4479.6449999999995,5283.5265,4553.282999999999
21,6688.785,4479.6449999999995,5265.117,4559.4195
21,6676.512,4504.191,5277.389999999999,4577.829
21,6688.785,4504.191,5265.117,4577.829
21,6701.058,4516.464,5252.844,4590.102
21,6713.331,4516.464,5240.571,4590.102
21,6725.604,4516.464,5234.4345,4590.102
21,6737.8769999999995,4516.464,5222.1615,4596.2384999999995
21,6744.0135,4522.6005,5209.8885,4602.375
21,6756.2865,4528.737,5203.7519999999995,4608.5115
21,6768.559499999999,4528.737,5191.479,4608.5115
21,6793.1055,4534.8735,5166.933,4620.7845
21,6799.242,4541.01,5160.7964999999995,4620.7845
21,6811.514999999999,4541.01,5148.5235,4626.921
21,6836.061,4553.282999999999,5130.114,4639.1939999999995
21,6848.334,4553.282999999999,5117.840999999999,4639.1939999999995
21,6860.607,4553.282999999999,5105.568,4639.1939999999995
21,6879.0165,4565.556,5087.1585,4657.6035
21,6891.2895,4565.556,5074.8855,4657.6035
21,6915.8355,4565.556,5056.476,4657.6035
21,6934.245,4565.556,5031.93,4663.74
21,6958.791,4577.829,5025.7935,4676.013
21,6971.063999999999,4577.829,5001.2474999999995,4676.013
21,6989.4735,4577.829,4982.838,4682.1494999999995
21,7014.019499999999,4583.9655,4958.2919999999995,4688.286
21,7038.5655,4583.9655,4939.8825,4688.286
21,7056.974999999999,4583.9655,4915.336499999999,4694.4225
21,7063.1115,4571.6925,4927.6095,4682.1494999999995
21,7050.8385,4571.6925,4927.6095,4682.1494999999995
21,7050.8385,4571.6925,4927.6095,4682.1494999999995
21,7038.5655,4559.4195,4939.8825,4669.8765
21,7038.5655,4559.4195,4946.019,4669.8765
21,7026.2925,4559.4195,4946.019,4669.8765
21,7014.019499999999,4547.1465,4958.2919999999995,4657.6035
21,7014.019499999999,4547.1465,4958.2919999999995,4657.6035
21,7001.7465,4547.1465,4970.565,4651.467
21,7007.883,4541.01,4970.565,4645.3305
21,6995.61,4541.01,4976.7015,4639.1939999999995
21,6983.3369999999995,4534.8735,4988.9745,4639.1939999999995
21,6983.3369999999995,4528.737,4988.9745,4626.921
21,6971.063999999999,4528.737,5001.2474999999995,4626.921
21,6971.063999999999,4528.737,5007.384,4626.921
21,6958.791,4516.464,5007.384,4614.648
21,6958.791,4516.464,5007.384,4614.648
22,7596.987,3497.805,4393.7339999999995,3675.7635
22,7584.714,3510.078,4406.007,3688.0364999999997
22,7572.441,3510.078,4418.28,3681.9
22,7560.168,3516.2145,4430.553,3694.173
22,7547.8949999999995,3528.4874999999997,4442.826,3700.3095
22,7535.621999999999,3534.624,4448.9625,3706.446
22,7535.621999999999,3546.897,4455.099,3718.719
22,7529.4855,3546.897,4461.2355,3718.719
22,7517.2125,3559.17,4473.5085,3724.8555
22,7517.2125,3565.3064999999997,4473.5085,3737.1285
22,7504.9394999999995,3577.5795,4485.7815,3743.265
22,7492.666499999999,3583.716,4498.0545,3749.4015
22,7492.666499999999,3595.989,4498.0545,3761.6745
22,7480.3935,3595.989,4510.3275,3761.6745
22,7468.1205,3608.2619999999997,4522.6005,3767.8109999999997
22,7468.1205,3614.3985,4522.6005,3780.084
22,7455.8475,3626.6715,4534.8735,3786.2205
22,7443.5745,3632.808,4547.1465,3798.4935
22,7443.5745,3632.808,4547.1465,3798.4935
22,7431.3015,3645.081,4553.282999999999,3804.63
22,7419.028499999999,3657.354,4565.556,3810.7664999999997
22,7419.028499999999,3663.4905,4565.556,3823.0395
22,7406.7555,3663.4905,4577.829,3823.0395
22,7400.619,3675.7635,4590.102,3829.176
22,7388.346,3681.9,4602.375,3835.3125
22,7388.346,3681.9,4614.648,3835.3125
22,7376.072999999999,3694.173,4614.648,3847.5854999999997
22,7363.8,3700.3095,4626.921,3853.7219999999998
22,7351.527,3700.3095,4633.0575,3853.7219999999998
22,7339.254,3712.5825,4645.3305,3859.8585
22,7326.981,3712.5825,4657.6035,3859.8585
22,7314.708,3718.719,4669.8765,3865.995
22,7302.4349999999995,3718.719,4682.1494999999995,3865.995
22,7284.0255,3730.9919999999997,4700.559,3872.1315
22,7259.4794999999995,3724.8555,4725.105,3865.995
22,7247.2065,3737.1285,4737.378,3878.268
22,7222.6605,3743.265,4755.787499999999,3884.4045
22,7210.3875,3743.265,4768.0605,3878.268
22,7191.978,3743.265,4792.6065,3878.268
22,7179.705,3755.538,4811.016,3884.4045
22,7155.159,3749.4015,4823.289,3884.4045
22,7130.612999999999,3749.4015,4847.835,3878.268
22,7124.4765,3761.6745,4853.9715,3884.4045
22,7099.9304999999995,3761.6745,4878.5175,3884.4045
22,7087.6575,3761.6745,4903.0635,3878.268
22,7063.1115,3755.538,4909.2,3878.268
22,7044.702,3755.538,4933.746,3872.1315
22,7032.429,3755.538,4946.019,3872.1315
22,7007.883,3755.538,4964.4285,3872.1315
22,6995.61,3743.265,4976.7015,3859.8585
22,6971.063999999999,3743.265,5001.2474999999995,3853.7219999999998
22,6964.9275,3743.265,5007.384,3853.7219999999998
22,6940.3814999999995,3743.265,5031.93,3847.5854999999997
22,6928.1085,3730.9919999999997,5044.2029999999995,3835.3125
22,6903.5625,3730.9919999999997,5062.6125,3835.3125
22,6897.4259999999995,3718.719,5074.8855,3823.0395
22,6885.153,3706.446,5087.1585,3810.7664999999997
22,6860.607,3706.446,5105.568,3804.63
22,6848.334,3694.173,5117.840999999999,3792.357
22,6836.061,3688.0364999999997,5130.114,3786.2205
22,6817.6515,3675.7635,5154.66,3767.8109999999997
22,6805.3785,3663.4905,5160.7964999999995,3755.538
22,6793.1055,3651.2174999999997,5173.0695,3743.265
22,6780.8324999999995,3645.081,5185.3425,3737.1285
22,6774.696,3632.808,5197.6155,3724.8555
22,6762.423,3620.535,5203.7519999999995,3712.5825
22,6750.15,3602.1255,5216.025,3688.0364999999997
22,6737.8769999999995,3589.8525,5228.298,3675.7635
22,6725.604,3577.5795,5240.571,3663.4905
22,6725.604,3571.4429999999998,5252.844,3651.2174999999997
22,6719.4675,3546.897,5252.844,3632.808
22,6707.1945,3540.7605,5258.9805,3620.535
22,6694.9214999999995,3528.4874999999997,5271.2535,3608.2619999999997
22,6694.9214999999995,3503.9415,5271.2535,3589.8525
22,6682.6485,3497.805,5283.5265,3577.5795
22,6682.6485,3473.259,5283.5265,3559.17
22,6676.512,3467.1225,5295.7995,3546.897
22,6676.512,3442.5765,5295.7995,3528.4874999999997
22,6664.239,3436.44,5301.936,3516.2145
22,6664.239,3411.894,5301.936,3491.6684999999998
22,6664.239,3405.7574999999997,5301.936,3485.5319999999997
22,6431.052,3602.1255,5528.9865,3651.2174999999997
22,6443.325,3632.808,5528.9865,3681.9
22,6443.325,3651.2174999999997,5516.7135,3706.446
22,6443.325,3681.9,5516.7135,3737.1285
22,6437.1885,3712.5825,5516.7135,3767.8109999999997
22,6449.461499999999,3730.9919999999997,5516.7135,3786.2205
22,6449.461499999999,3761.6745,5504.4405,3816.903
22,6449.461499999999,3786.2205,5504.4405,3841.449
22,6461.7345,3816.903,5504.4405,3872.1315
22,6461.7345,3835.3125,5492.1675,3890.5409999999997
22,6467.871,3865.995,5492.1675,3921.2235
22,6467.871,3890.5409999999997,5486.031,3945.7695
22,6480.144,3921.2235,5486.031,3976.4519999999998
22,6480.144,3939.633,5473.758,3994.8615
22,6486.2805,3970.3154999999997,5461.485,4025.544
22,6498.5535,3988.725,5449.2119999999995,4050.0899999999997
22,6498.5535,4013.2709999999997,5449.2119999999995,4068.4995
22,6510.8265,4043.9535,5443.0755,4105.3185
22,6523.0995,4062.363,5430.8025,4123.728
22,6529.236,4086.909,5418.5295,4148.274
22,6541.509,4117.5914999999995,5406.2564999999995,4178.9565
22,6553.782,4136.001,5400.12,4197.366
22,6559.9185,4160.547,5387.847,4221.912
22,6584.4645,4178.9565,5363.3009999999995,4246.458
22,6596.7375,4197.366,5357.1645,4264.8675
22,6609.010499999999,4221.912,5344.8915,4289.4135
22,6627.42,4240.3215,5320.345499999999,4313.9595
22,6639.693,4264.8675,5314.209,4332.369
22,6664.239,4283.277,5289.663,4356.915
22,6682.6485,4307.823,5271.2535,4381.461
22,6707.1945,4326.2325,5258.9805,4399.8705
22,6713.331,4350.778499999999,5240.571,4424.4165
22,6737.8769999999995,4369.188,5216.025,4448.9625
22,6762.423,4381.461,5197.6155,4461.2355
22,6774.696,4393.7339999999995,5185.3425,4473.5085
22,6780.8324999999995,4393.7339999999995,5173.0695,4473.5085
22,6793.1055,4399.8705,5166.933,4485.7815
22,6805.3785,4412.1435,5154.66,4498.0545
22,6817.6515,4424.4165,5142.387,4510.3275
22,6836.061,4436.6894999999995,5123.9775,4522.6005
22,6848.334,4448.9625,5111.7045,4534.8735
22,6860.607,4455.099,5105.568,4547.1465
22,6872.88,4467.372,5093.295,4559.4195
22,6891.2895,4479.6449999999995,5081.022,4571.6925
22,6903.5625,4479.6449999999995,5062.6125,4577.829
22,6915.8355,4491.918,5050.3395,4590.102
22,6928.1085,4504.191,5044.2029999999995,4602.375
22,6946.518,4516.464,5019.657,4614.648
22,6958.791,4516.464,5007.384,4614.648
22,6971.063999999999,4528.737,5007.384,4626.921
22,6971.063999999999,4528.737,5001.2474999999995,4626.921
22,6983.3369999999995,4528.737,4988.9745,4626.921
22,6983.3369999999995,4534.8735,4988.9745,4639.1939999999995
22,6995.61,4541.01,4976.7015,4639.1939999999995
22,7007.883,4541.01,4970.565,4645.3305
22,7001.7465,4547.1465,4970.565,4651.467
22,7014.019499999999,4547.1465,4958.2919999999995,4657.6035
22,7014.019499999999,4547.1465,4958.2919999999995,4657.6035
22,7026.2925,4559.4195,4946.019,4669.8765
22,7038.5655,4559.4195,4946.019,4669.8765
22,7038.5655,4559.4195,4939.8825,4669.8765
22,7050.8385,4571.6925,4927.6095,4682.1494999999995
22,7050.8385,4571.6925,4927.6095,4682.1494999999995
22,7063.1115,4571.6925,4927.6095,4682.1494999999995
22,7056.974999999999,4583.9655,4915.336499999999,4694.4225
22,7093.794,4583.9655,4884.6539999999995,4700.559
22,7124.4765,4590.102,4853.9715,4706.6955
22,7161.2955,4583.9655,4823.289,4700.559
22,7185.8414999999995,4583.9655,4798.7429999999995,4706.6955
22,7216.523999999999,4583.9655,4768.0605,4706.6955
22,7241.07,4577.829,4749.651,4700.559
22,7253.343,4577.829,4737.378,4706.6955
22,7259.4794999999995,4577.829,4725.105,4706.6955
22,7259.4794999999995,4577.829,4725.105,4706.6955
22,7271.7525,4577.829,4718.9685,4706.6955
22,7284.0255,4583.9655,4706.6955,4712.832
22,7296.2985,4571.6925,4694.4225,4700.559
22,7296.2985,4571.6925,4694.4225,4700.559
22,7308.5715,4571.6925,4682.1494999999995,4706.6955
22,7320.8445,4571.6925,4676.013,4706.6955
22,7320.8445,4571.6925,4676.013,4706.6955
22,7326.981,4571.6925,4663.74,4706.6955
22,7339.254,4565.556,4651.467,4700.559
22,7339.254,4565.556,4651.467,4700.559
22,7351.527,4565.556,4645.3305,4700.559
22,7363.8,4565.556,4633.0575,4706.6955
22,7363.8,4559.4195,4633.0575,4694.4225
22,7376.072999999999,4559.4195,4633.0575,4694.4225
22,7431.3015,4541.01,4577.829,4682.1494999999995
22,7431.3015,4541.01,4565.556,4688.286
22,7431.3015,4541.01,4565.556,4688.286
22,7431.3015,4541.01,4565.556,4688.286
22,7431.3015,4541.01,4565.556,4688.286
22,7431.3015,4541.01,4565.556,4688.286
22,7443.5745,4541.01,4559.4195,4688.286
22,7443.5745,4541.01,4559.4195,4688.286
22,7443.5745,4534.8735,4553.282999999999,4676.013
22,7455.8475,4534.8735,4547.1465,4682.1494999999995
22,7455.8475,4534.8735,4547.1465,4682.1494999999995
22,7461.9839999999995,4534.8735,4534.8735,4682.1494999999995
22,7468.1205,4522.6005,4534.8735,4669.8765
22,7474.257,4522.6005,4522.6005,4676.013
22,7474.257,4522.6005,4522.6005,4676.013
22,7486.53,4516.464,4510.3275,4663.74
22,7486.53,4516.464,4510.3275,4663.74
22,7676.7615,3467.1225,4313.9595,3651.2174999999997
22,7664.4884999999995,3460.986,4326.2325,3645.081
22,7652.2155,3473.259,4338.5055,3657.354
22,7639.9425,3473.259,4350.778499999999,3651.2174999999997
22,7627.6695,3479.3955,4363.0515,3663.4905
22,7621.532999999999,3479.3955,4369.188,3663.4905
22,7609.26,3491.6684999999998,4381.461,3669.627
22,7596.987,3491.6684999999998,4393.7339999999995,3669.627
22,7596.987,3497.805,4393.7339999999995,3675.7635
22,7596.987,3497.805,4393.7339999999995,3675.7635
23,7756.536,2835.063,4203.5025,3037.5675
23,7676.7615,3467.1225,4313.9595,3651.2174999999997
23,7664.4884999999995,3460.986,4326.2325,3645.081
23,7652.2155,3473.259,4338.5055,3657.354
23,7639.9425,3473.259,4350.778499999999,3651.2174999999997
23,7627.6695,3479.3955,4363.0515,3663.4905
23,7621.532999999999,3479.3955,4369.188,3663.4905
23,7609.26,3491.6684999999998,4381.461,3669.627
23,7596.987,3491.6684999999998,4393.7339999999995,3669.627
23,7596.987,3497.805,4393.7339999999995,3675.7635
23,7584.714,3510.078,4406.007,3688.0364999999997
23,7572.441,3510.078,4418.28,3681.9
23,7560.168,3516.2145,4430.553,3694.173
23,7547.8949999999995,3528.4874999999997,4442.826,3700.3095
23,7535.621999999999,3534.624,4448.9625,3706.446
23,7535.621999999999,3546.897,4455.099,3718.719
23,7529.4855,3546.897,4461.2355,3718.719
23,7517.2125,3559.17,4473.5085,3724.8555
23,7517.2125,3565.3064999999997,4473.5085,3737.1285
23,7504.9394999999995,3577.5795,4485.7815,3743.265
23,7492.666499999999,3583.716,4498.0545,3749.4015
23,7492.666499999999,3595.989,4498.0545,3761.6745
23,7480.3935,3595.989,4510.3275,3761.6745
23,7468.1205,3608.2619999999997,4522.6005,3767.8109999999997
23,7468.1205,3614.3985,4522.6005,3780.084
23,7455.8475,3626.6715,4534.8735,3786.2205
23,7443.5745,3632.808,4547.1465,3798.4935
23,7443.5745,3632.808,4547.1465,3798.4935
23,7431.3015,3645.081,4553.282999999999,3804.63
23,7419.028499999999,3657.354,4565.556,3810.7664999999997
23,7419.028499999999,3663.4905,4565.556,3823.0395
23,7406.7555,3663.4905,4577.829,3823.0395
23,7400.619,3675.7635,4590.102,3829.176
23,7388.346,3681.9,4602.375,3835.3125
23,7388.346,3681.9,4614.648,3835.3125
23,7376.072999999999,3694.173,4614.648,3847.5854999999997
23,7363.8,3700.3095,4626.921,3853.7219999999998
23,7351.527,3700.3095,4633.0575,3853.7219999999998
23,7339.254,3712.5825,4645.3305,3859.8585
23,7326.981,3712.5825,4657.6035,3859.8585
23,7314.708,3718.719,4669.8765,3865.995
